x,y,z,label
-0.385687,-0.267687,0.160046,1
-0.926108,-0.055032,0.060436,1
-0.678214,-0.017976,-0.092730,1
-0.369503,0.233407,-0.135734,1
-0.556395,0.016770,-0.048785,1
-0.450737,-0.262071,0.102943,1
0.526275,-0.152494,0.135419,2
-0.445497,-0.053306,-0.375224,1
-0.446686,-0.061764,0.181183,1
0.340626,0.015042,0.163943,2
0.219710,-0.286029,0.033543,2
0.237579,0.217581,0.008503,2
-0.365022,-0.027383,-0.107409,1
-0.520059,-0.029157,-0.076212,1
0.620663,0.443714,0.039489,2
-0.535329,0.027605,-0.105287,1
0.643917,-0.286333,-0.181053,2
0.436499,0.245921,0.064093,2
-0.497672,0.088015,-0.062880,1
-0.764593,-0.206898,-0.015287,1
-0.640525,-0.136649,0.010460,1
0.629909,-0.010975,0.228371,2
-0.437599,0.042264,0.251050,1
0.851623,0.230213,-0.183525,2
-0.372461,-0.145826,-0.179217,1
-0.508446,-0.036949,0.083190,1
0.628903,-0.202444,0.024529,2
-0.355483,-0.164804,-0.151413,1
-0.612570,0.157160,0.130146,1
-0.132401,-0.155567,-0.337274,1
-0.076629,0.416069,-0.371083,1
-0.760602,0.062773,-0.227259,1
0.475012,0.142902,0.010281,2
-0.344309,-0.238835,-0.260514,1
0.335058,-0.039282,0.234180,2
-0.497633,0.457977,0.212382,1
0.411312,-0.035161,0.302832,2
-0.528216,-0.001880,-0.010107,1
-0.311925,-0.123987,-0.248145,1
0.810554,-0.236471,0.189774,2
0.068081,-0.320983,-0.127965,2
0.572331,-0.212882,0.117219,2
-0.917401,-0.345797,0.159379,1
-0.469067,-0.132058,-0.355223,1
0.376295,0.032658,0.143929,2
-0.645479,-0.225418,0.014034,1
-0.712331,-0.152708,-0.289536,1
-0.348488,-0.400184,0.295766,1
-0.825887,0.434333,0.100399,1
0.405172,0.230160,0.107742,2
-0.592410,-0.216823,-0.180810,1
-0.513337,0.385792,-0.122480,1
-0.404649,0.377903,0.016754,1
-0.392340,0.111380,0.384245,1
-0.582634,0.261106,-0.115857,1
-0.521931,-0.187248,0.218834,1
-0.189504,0.277469,-0.278824,1
-0.287065,0.372718,0.006691,1
-0.670079,0.314337,0.103304,1
0.553864,0.451307,-0.129236,2
0.574207,0.113427,-0.004703,2
0.504229,0.008378,-0.089642,2
0.681310,-0.194616,0.464434,2
-0.234684,-0.042126,0.315500,1
-0.596418,0.006951,-0.064209,1
-0.564249,-0.441604,0.090034,1
-0.439750,0.253125,0.338969,1
-0.434651,-0.247356,-0.059275,1
0.821180,-0.420445,-0.280501,2
-0.226412,0.052835,-0.223707,1
-0.104446,-0.100843,0.069186,1
-0.275290,0.423617,0.008807,1
-0.544772,0.137723,0.136569,1
-0.721213,0.031393,0.043615,1
0.716221,-0.165881,-0.426348,2
-0.602499,-0.323993,-0.060927,1
0.673480,0.186954,-0.216646,2
-0.592979,-0.355141,0.047443,1
0.157861,-0.404114,0.334458,2
-0.389885,0.153606,0.224230,1
0.665908,-0.031451,0.296886,2
0.284722,-0.118168,0.268465,2
-0.191331,0.230286,-0.050590,1
-0.331549,-0.069605,-0.323202,1
0.429598,0.228269,0.074477,2
-0.475808,-0.016589,-0.450106,1
