x,y,z,label
0.337661,-0.020365,0.093113,2
0.591182,0.102308,-0.138616,2
0.334148,0.055084,0.102302,2
0.659064,0.198225,-0.126310,2
0.499492,-0.260794,0.215133,2
-0.488847,0.329199,0.143270,1
-0.437769,-0.158256,0.282507,1
-0.537932,-0.156825,0.075897,1
0.567956,0.011184,0.143328,2
0.603661,-0.186290,0.090989,2
-0.248907,-0.322273,-0.140465,1
-0.436162,-0.106655,-0.261872,1
0.361074,0.211806,0.327661,2
0.546139,0.302822,0.063320,2
0.771947,-0.051753,-0.108971,2
0.464574,0.383538,0.148475,2
0.556954,0.041738,0.092937,2
-0.590492,-0.103661,-0.236044,1
0.529362,-0.159840,-0.063371,2
-0.415985,-0.354477,-0.170140,1
-0.415132,0.165412,0.141135,1
-0.246835,0.406309,-0.170174,1
0.467065,-0.177523,0.120838,2
0.508928,0.026439,-0.086586,2
0.582433,0.014372,-0.132035,2
0.308585,-0.043112,-0.396610,2
-0.537731,0.022811,-0.127579,1
0.822817,0.088854,0.235129,2
0.375958,0.094921,-0.130008,2
-0.029824,0.145356,0.120141,1
0.344492,-0.069071,0.291449,2
0.414214,0.370584,-0.018513,2
0.515533,-0.065287,0.003216,2
0.560579,-0.146649,0.032728,2
0.637697,-0.057032,0.191738,2
0.392262,0.026245,-0.031218,2
-0.626505,-0.275017,0.327904,1
-0.865952,0.066420,0.280358,1
0.451661,0.119471,0.067587,2
0.870397,-0.135922,0.063166,2
-0.543899,-0.038928,-0.261531,1
0.822031,0.107089,-0.491729,2
-0.192398,0.321037,-0.043076,1
0.904948,-0.232126,0.180019,2
0.709546,0.016537,-0.122854,2
0.899164,0.132707,-0.054174,2
0.413843,-0.033404,-0.479145,2
0.452860,0.312188,-0.229107,2
0.248896,0.253264,-0.297790,2
-0.822809,-0.277756,0.415606,1
0.680602,0.221374,-0.023217,2
0.903850,-0.095089,-0.253995,2
-0.753023,-0.134129,0.104812,1
0.824060,-0.213976,-0.031459,2
0.723142,-0.104001,-0.149116,2
0.766292,0.066352,0.498811,2
0.490421,-0.304519,-0.246615,2
0.423248,0.025183,0.183258,2
0.448850,-0.026285,0.079128,2
0.564081,-0.092367,-0.028764,2
0.813862,0.073523,0.001795,2
0.548108,-0.114936,0.226458,2
-0.438537,-0.113811,-0.079576,1
-0.500773,-0.018483,-0.125656,1
0.606988,-0.145254,-0.146431,2
0.630137,-0.015890,-0.080291,2
0.079166,-0.161789,0.493567,2
0.720715,-0.242996,0.494357,2
-0.627096,-0.046934,-0.030741,1
0.647805,-0.365454,-0.268073,2
0.715681,0.088170,-0.096383,2
-0.140906,-0.327532,0.190291,1
-0.802215,-0.064354,0.288976,1
-0.577473,0.238829,-0.000207,1
0.662546,0.213669,0.069287,2
-0.381030,0.086731,0.075360,1
-0.782589,0.048780,-0.409141,1
0.373252,0.500000,0.047708,2
0.445299,0.066775,0.451094,2
-0.153150,0.099284,0.080508,1
-0.607234,0.247441,-0.163083,1
-0.679579,-0.137432,0.121419,1
0.426851,0.186567,0.131631,2
-0.518339,-0.085438,0.427332,1
0.484997,0.019554,0.290055,2
-0.148691,-0.237664,0.054230,1
0.637617,0.145108,-0.254509,2
0.426580,-0.479680,-0.115834,2
-0.828179,-0.359052,-0.137509,1
0.920672,0.219591,0.015499,2
-0.687321,0.124349,-0.122137,1
-0.359142,-0.132201,-0.172014,1
0.586472,-0.057409,-0.008565,2
-0.652663,0.010639,0.110664,1
0.482733,-0.349313,-0.175013,2
0.745645,-0.272073,-0.007768,2
-0.559704,-0.051592,0.242655,1
0.906651,-0.157394,-0.089323,2
0.356756,-0.124295,-0.128353,2
0.734986,-0.223173,-0.078788,2
0.458974,0.170398,-0.305813,2
-0.867778,0.116185,0.003769,1
0.688417,0.315761,0.208243,2
0.428574,0.091904,-0.101236,2
0.624858,-0.465470,-0.008435,2
0.536948,0.242021,-0.321428,2
-0.601449,-0.149891,-0.142362,1
0.226634,0.053340,-0.023889,2
0.667992,-0.322152,-0.278579,2
0.962291,-0.123644,0.021609,2
0.283043,0.072088,0.097842,2
0.232093,-0.256226,-0.006697,2
-0.352623,-0.201090,-0.125141,1
0.816605,0.077008,0.460736,2
-0.545501,0.167341,-0.259421,1
-0.576276,0.103804,0.002624,1
0.605489,0.228959,-0.046330,2
-0.549543,-0.295233,0.093940,1
0.220288,-0.205536,-0.158908,2
-0.193244,-0.284498,0.081629,1
0.477711,-0.145163,-0.173843,2
0.102846,-0.148245,0.156028,2
-0.205773,0.039589,-0.309021,1
0.451422,0.431883,0.275710,2
0.335881,0.137095,0.187820,2
0.334056,-0.401469,0.392134,2
0.516769,0.035552,0.096588,2
0.501636,0.073597,0.039120,2
0.522472,0.290672,0.203515,2
0.502253,0.276919,-0.005686,2
0.418352,0.306196,0.283136,2
0.852476,-0.054878,-0.292541,2
0.727685,0.055909,-0.100674,2
0.709688,0.131248,-0.108637,2
-0.865554,-0.361668,-0.171924,1
0.394390,0.188381,-0.163600,2
-0.578757,0.070080,0.006219,1
0.857534,-0.314564,-0.058449,2
-0.665891,-0.303291,-0.247819,1
0.334361,0.242908,-0.046502,2
0.010909,-0.174164,0.020344,2
0.588705,0.190799,-0.295717,2
0.663515,-0.093729,0.149290,2
-0.279348,0.163062,-0.152683,1
0.602550,0.026464,0.012358,2
0.770284,-0.218545,-0.010495,2
0.218800,0.127987,0.185022,2
0.817109,-0.128019,0.190590,2
0.425841,-0.384373,0.074477,2
-0.679599,0.036357,-0.002022,1
-0.586728,0.251055,-0.005632,1
-0.650672,0.356938,-0.144837,1
-0.986266,0.083394,0.437343,1
0.527046,0.095622,0.418936,2
-0.600216,0.222410,0.086867,1
0.464462,0.050441,0.017203,2
0.414997,-0.149818,-0.143646,2
-0.493429,-0.146151,-0.162730,1
-0.804990,-0.283448,-0.252223,1
0.410673,-0.284665,0.477219,2
0.607935,0.372259,0.082192,2
0.209486,0.143420,0.214149,2
-0.542315,0.002053,0.003588,1
0.529972,-0.066119,-0.230692,2
0.541068,-0.171555,0.436650,2
0.238336,-0.091409,0.206794,2
0.308953,-0.233281,0.020882,2
0.693008,-0.178334,-0.015116,2
-0.167033,-0.132680,-0.125895,1
-0.920963,-0.068482,-0.486344,1
0.506422,-0.018073,0.012206,2
0.266660,-0.235112,-0.040274,2
-0.414695,0.180009,-0.027970,1
0.328359,0.089581,0.328456,2
0.498361,0.074157,-0.109858,2
0.393713,-0.225796,-0.111331,2
-0.704082,-0.206006,0.037391,1
0.280625,0.038719,-0.064101,2
0.417188,-0.190511,0.013624,2
-0.531813,0.162894,-0.074048,1
0.436615,-0.115962,-0.148633,2
-0.556142,0.363619,-0.209777,1
-0.569143,0.184055,-0.057164,1
0.806225,0.039697,0.051664,2
0.496685,-0.203611,-0.101986,2
0.756394,0.015372,-0.113939,2
-0.501438,-0.211865,0.394795,1
0.383647,0.082363,-0.042049,2
-0.759535,0.295757,-0.096178,1
-0.586295,0.094510,0.053579,1
0.388732,-0.290125,-0.026629,2
0.279796,0.351918,0.076171,2
-0.236245,-0.154571,-0.303575,1
-0.232211,-0.199119,0.161852,1
0.874607,-0.082331,0.003378,2
-0.469586,0.222326,-0.309979,1
-0.459062,0.319253,0.243699,1
0.550444,-0.178624,0.001180,2
0.129907,-0.104484,-0.478622,2
0.674718,-0.236283,-0.021955,2
0.313583,-0.140631,-0.279875,2
0.570946,-0.259625,-0.410981,2
0.469159,0.086283,0.018704,2
0.456415,-0.200558,0.065485,2
-0.507917,-0.105750,0.140291,1
-0.614954,-0.091759,-0.221453,1
-0.601778,-0.295452,0.120546,1
-0.362061,0.303725,-0.040250,1
-0.430339,0.159118,0.287487,1
-0.874754,-0.384688,0.166895,1
0.536724,-0.213210,0.083147,2
-0.670587,0.106818,0.182805,1
0.276568,-0.090071,0.056425,2
0.413386,0.057587,-0.212908,2
0.517422,-0.321242,0.312822,2
0.399538,-0.239910,-0.487548,2
0.389228,-0.123595,0.448555,2
0.435892,-0.071848,-0.046076,2
0.538123,-0.199847,-0.245457,2
0.470158,-0.125751,0.000930,2
-0.275946,0.197088,0.281200,1
0.393785,0.053841,0.111656,2
-0.869004,0.219285,-0.164492,1
0.516405,-0.021691,-0.079643,2
0.335688,0.141474,0.022929,2
0.413605,0.128035,0.275873,2
0.428176,0.080944,0.115420,2
0.772117,0.001756,0.185492,2
-0.454133,0.079725,0.110677,1
0.439934,0.149567,-0.061416,2
-1.000000,0.119734,-0.328267,1
0.750096,-0.118652,0.043487,2
0.973739,0.068221,-0.049742,2
0.309273,0.057002,0.437898,2
-0.783709,-0.341355,0.359273,1
0.109104,0.240690,0.280713,2
0.966838,-0.188211,0.122400,2
-0.751008,0.211502,-0.029385,1
-0.277177,0.127053,-0.027672,1
0.629307,0.330023,0.122795,2
-0.356124,0.181273,0.021610,1
0.785911,0.277596,0.229323,2
-0.319652,0.025409,0.291391,1
0.723309,-0.216977,0.116941,2
-0.037302,0.107097,0.073504,1
-0.966821,0.032396,-0.355978,1
-0.760396,-0.353991,0.125006,1
-0.144537,-0.051252,-0.099685,1
0.700117,0.079318,0.195120,2
0.093545,0.082734,0.334559,2
0.359983,-0.079356,0.211407,2
0.073370,0.238607,-0.496447,2
-0.604017,0.066092,-0.030589,1
-0.540637,0.386134,-0.097173,1
-0.375663,0.133152,-0.037535,1
0.669374,0.054945,-0.069453,2
