x,y,z,label
-0.759639,0.183908,0.138429,1
0.462105,0.196069,-0.116696,2
0.614708,0.121114,0.157877,2
-0.570064,-0.103716,0.132805,1
0.536787,-0.313525,0.035751,2
0.494158,0.051684,0.052613,2
-0.191419,-0.292592,0.097304,1
0.514682,0.110517,0.090299,2
0.649693,-0.196450,0.196634,2
-0.604036,-0.241248,-0.096912,1
0.734873,0.113672,0.192591,2
-0.693111,0.218290,-0.068304,1
-0.527367,0.193339,-0.026512,1
-0.290594,0.352099,-0.147418,1
0.195401,0.356220,-0.202525,2
-0.448041,-0.253324,0.026851,1
-0.355613,0.177111,-0.222997,1
-0.442065,-0.207044,0.176855,1
0.551556,0.251818,-0.360110,2
0.588432,0.214031,0.038696,2
0.617581,0.173610,0.136185,2
0.182220,0.129999,-0.057085,2
0.547411,-0.186801,0.026897,2
0.470938,-0.163421,0.146618,2
-0.576416,0.123563,0.168794,1
-0.303822,-0.092038,-0.170816,1
-0.633501,-0.057106,-0.268193,1
-0.695437,0.129478,0.016558,1
0.581976,0.257005,-0.011529,2
0.111822,0.086381,0.098133,2
-0.203882,0.108524,0.014287,1
0.254787,0.196457,0.151506,2
-0.446817,0.001296,0.138700,1
-0.633929,0.100701,0.240417,1
-0.404324,-0.000436,-0.061151,1
0.283160,0.040652,0.071757,2
-0.433531,0.004163,-0.359438,1
-0.291657,-0.004849,-0.033450,1
0.491049,-0.235014,-0.272002,2
-0.167566,0.104415,-0.070133,1
-0.422603,0.042859,-0.140991,1
0.377561,0.210650,0.408533,2
-0.679249,-0.127547,0.381027,1
-0.383102,0.044900,-0.070588,1
0.729411,-0.334920,0.358094,2
0.129655,-0.028660,-0.293634,2
-0.635313,-0.352255,0.110268,1
0.661229,-0.123766,-0.196903,2
0.201050,0.070209,0.251123,2
-0.492524,-0.092720,0.073810,1
0.595089,0.268562,-0.435035,2
0.168399,0.194659,0.309877,2
-0.379170,-0.182398,-0.048428,1
-0.373418,0.291855,-0.272792,1
-0.421818,-0.288352,0.247499,1
-0.631604,0.173252,-0.062521,1
-0.201700,-0.174021,-0.031835,1
-0.368306,-0.347510,0.057004,1
0.675564,0.095114,0.220589,2
0.630641,-0.246294,-0.114715,2
0.609552,-0.238753,0.257176,2
0.547390,0.168638,-0.411453,2
0.434680,0.075291,-0.156167,2
-0.776728,-0.159661,-0.191203,1
-0.694265,-0.214036,-0.137899,1
-0.540814,0.183094,0.058707,1
0.532651,-0.038283,-0.135281,2
-0.450737,0.239193,-0.228831,1
-0.755531,-0.131910,-0.014769,1
0.418455,0.182826,-0.133763,2
-0.873592,-0.184664,0.235490,1
0.322565,0.055391,0.097038,2
0.401096,0.027239,-0.018389,2
0.460714,0.040201,-0.236531,2
-0.502978,0.335661,-0.270283,1
0.607651,-0.054458,0.031252,2
-0.505818,-0.429328,0.107658,1
-0.564163,0.231916,-0.083835,1
-0.529858,-0.298209,-0.007865,1
0.502608,-0.123939,-0.015479,2
-0.496685,-0.020592,-0.178894,1
-0.367353,-0.192828,-0.253264,1
0.623865,-0.122021,-0.312496,2
0.660094,-0.316402,0.473893,2
-0.309173,0.045802,-0.106699,1
0.386883,-0.000905,0.268949,2
0.759164,-0.229147,0.219743,2
0.126966,-0.104507,-0.328918,2
0.628772,-0.183184,0.128491,2
0.273035,-0.062791,0.068844,2
0.132781,0.017223,-0.334520,2
0.773007,0.107181,0.060817,2
-0.606533,0.045381,0.001667,1
-0.761802,-0.011827,0.153205,1
0.439496,0.286289,0.262313,2
0.344540,-0.030072,-0.225087,2
0.575594,0.093762,-0.199247,2
-0.517349,0.078004,0.363303,1
0.329448,-0.074037,0.218784,2
0.502087,0.145728,-0.121945,2
0.243789,0.195671,0.401009,2
-0.661017,0.017650,-0.003171,1
-0.375633,-0.291090,0.031582,1
-0.521622,-0.023606,0.288171,1
-0.535725,-0.493514,0.121977,1
0.863638,0.254772,-0.157007,2
-0.522462,0.167786,-0.127986,1
0.388106,0.200669,0.027609,2
0.677955,-0.015142,0.084851,2
-0.407389,0.075216,0.134505,1
0.085059,-0.098609,-0.069784,2
0.728157,-0.186552,-0.120345,2
-0.427226,0.236263,-0.264852,1
0.455069,0.094042,0.308002,2
-0.182378,0.154084,-0.032531,1
0.443864,0.136062,0.428496,2
-0.437975,0.202807,-0.036800,1
0.838551,0.271429,0.193692,2
0.446040,0.001675,-0.156608,2
-0.524005,-0.198795,0.304120,1
0.605907,-0.072033,0.053434,2
-0.292990,0.084766,-0.299211,1
-0.169933,0.005201,-0.031492,1
0.303997,-0.060101,0.006744,2
0.311050,-0.274473,-0.039450,2
-0.678393,0.174973,0.248146,1
0.654999,-0.000606,0.340358,2
-0.600694,0.079888,0.076411,1
0.748701,0.137014,0.126086,2
-0.684607,0.203748,0.208192,1
0.735939,-0.020029,0.409089,2
0.378800,-0.022395,-0.231610,2
0.572904,-0.239105,-0.177789,2
-0.559382,-0.130322,-0.057124,1
0.731121,-0.013849,0.202913,2
0.394939,0.348278,-0.369588,2
0.586700,-0.087416,0.129815,2
0.528517,-0.023093,0.192833,2
-0.561967,-0.102148,-0.028717,1
0.616030,0.427589,-0.167998,2
0.405328,0.163529,-0.070934,2
-0.411328,-0.091074,-0.235764,1
0.477764,-0.390258,-0.259017,2
-0.768380,-0.468184,-0.004953,1
-0.485541,0.423565,-0.037654,1
-0.593284,0.131821,-0.465765,1
0.209815,-0.278936,-0.165028,2
0.563475,0.151220,0.099115,2
-0.527247,0.222603,-0.037540,1
-0.445323,-0.087778,-0.106672,1
0.556666,0.143946,0.075050,2
0.019380,0.247677,0.061090,2
-0.321153,0.048292,0.263997,1
0.349183,-0.285113,-0.055268,2
-0.394763,0.008808,-0.322357,1
0.277663,-0.202139,0.008240,2
-0.761414,-0.044784,-0.082498,1
-0.733642,-0.375900,-0.215291,1
-0.454027,-0.122637,-0.134888,1
-0.424486,0.057505,-0.063712,1
0.498987,-0.216519,0.204569,2
0.991032,0.115044,0.040460,2
0.486663,-0.240866,0.176801,2
-0.401977,0.408755,-0.165043,1
0.247161,-0.060808,-0.424126,2
0.385450,0.061584,0.163938,2
0.372711,0.003435,0.079805,2
-0.804481,-0.249303,-0.284832,1
-0.364944,0.270762,-0.326555,1
