x,y,z,label
-0.663731,0.311391,0.068300,1
-0.688743,0.048849,-0.261297,1
0.280727,0.075686,-0.016816,2
0.645343,-0.101623,-0.063635,2
0.419652,0.150961,-0.142307,2
0.767552,0.010866,-0.031403,2
0.366047,0.161172,-0.222088,2
0.343187,-0.423176,-0.074750,2
0.189562,-0.214332,0.109295,2
-0.361201,-0.162518,-0.074392,1
0.457442,-0.213696,0.440792,2
0.590845,-0.141841,0.077027,2
-0.166874,-0.193164,0.032944,1
-0.308533,-0.242014,-0.064107,1
-0.133250,-0.041525,-0.091389,1
-0.403515,-0.001509,-0.136327,1
-0.562294,-0.143310,-0.074341,1
0.497549,-0.167190,0.030844,2
-0.351429,-0.136168,-0.036808,1
0.624221,-0.034833,-0.218732,2
0.289265,0.042753,0.141357,2
-0.469645,0.047289,-0.339588,1
-0.634189,-0.153468,0.098219,1
0.227177,-0.276658,0.086791,2
-0.209296,-0.402616,-0.396751,1
0.746290,-0.198364,-0.201733,2
0.209671,0.065291,0.115629,2
-0.152807,-0.108198,0.268105,1
0.616200,-0.015048,0.189792,2
0.751777,0.250460,0.119654,2
-0.637966,0.473890,-0.069866,1
0.327501,0.219553,-0.176570,2
-0.201314,-0.006960,-0.490524,1
-0.561310,0.095520,0.092778,1
-0.330542,0.087925,0.046041,1
0.126190,0.050966,0.042584,2
-0.459543,0.313965,-0.032553,1
0.525674,-0.321028,-0.221410,2
0.538455,-0.029506,-0.120124,2
-0.799460,0.027882,0.126986,1
0.234837,-0.149295,0.096857,2
0.246240,0.174217,0.079717,2
-0.237211,0.054460,0.149698,1
0.586431,0.088976,-0.374117,2
-0.481820,-0.178940,0.377008,1
0.488679,-0.020232,-0.085589,2
0.924453,-0.056158,0.141798,2
-0.559566,0.088118,0.178093,1
0.511905,0.032088,-0.065371,2
0.547343,0.049402,0.053397,2
0.801445,0.035266,0.401358,2
-0.303319,0.093580,-0.365886,1
0.278137,-0.062408,-0.261742,2
-0.397233,-0.026496,0.436514,1
-0.544327,0.181837,0.007248,1
0.626018,-0.007664,-0.068021,2
-0.592870,0.092060,0.154431,1
0.500277,-0.021767,0.361114,2
-0.247862,-0.171987,0.092307,1
0.113974,0.367087,0.122520,2
-0.497581,0.045297,-0.054839,1
0.358137,-0.301036,0.237077,2
-0.363555,0.144704,-0.113166,1
-0.044538,0.093218,-0.181055,1
0.618788,0.026340,0.000136,2
-0.387415,0.358373,-0.007532,1
-0.474394,0.342564,-0.134476,1
0.503817,-0.051018,-0.126480,2
-0.212537,-0.334869,0.010039,1
-0.726911,-0.049284,-0.059900,1
-0.637077,-0.100986,-0.289746,1
0.198486,0.250539,-0.040226,2
-0.342192,-0.162942,0.119303,1
-0.737013,0.146842,-0.287575,1
-0.461621,0.124836,0.448895,1
0.767715,-0.165018,0.019023,2
-0.704418,0.095828,0.228598,1
0.604054,-0.386781,-0.076633,2
0.519799,-0.090174,-0.246532,2
0.304674,0.113950,-0.131966,2
0.382549,0.159185,-0.005149,2
0.637785,-0.182972,-0.076734,2
0.098182,-0.058276,-0.116061,2
-0.818653,-0.498208,0.101923,1
0.479053,-0.096642,-0.319316,2
0.437334,0.312843,0.385407,2
